Country,ISO3 Code,Date,Price (EUR/MWhe)
Austria,AUT,3/21/2015,30.47
Austria,AUT,3/22/2015,26.33
Austria,AUT,3/23/2015,41.37
Austria,AUT,3/24/2015,48.20
Austria,AUT,3/25/2015,39.30
Austria,AUT,3/26/2015,40.83
Austria,AUT,3/27/2015,33.60
Austria,AUT,3/28/2015,26.40
Austria,AUT,3/29/2015,9.84
Austria,AUT,3/30/2015,18.70
Austria,AUT,3/31/2015,16.97
Austria,AUT,4/1/2015,20.68
Austria,AUT,4/2/2015,32.05
Austria,AUT,4/3/2015,24.14
Austria,AUT,4/4/2015,28.09
Austria,AUT,4/5/2015,25.26
Austria,AUT,4/6/2015,26.43
Austria,AUT,4/7/2015,36.03
Austria,AUT,4/8/2015,42.18
Austria,AUT,4/9/2015,42.25
Austria,AUT,4/10/2015,35.66
Austria,AUT,4/11/2015,19.62
Austria,AUT,4/12/2015,0.08
Austria,AUT,4/13/2015,24.07
Austria,AUT,4/14/2015,32.05
Austria,AUT,4/15/2015,27.10
Austria,AUT,4/16/2015,34.64
Austria,AUT,4/17/2015,37.35
Austria,AUT,4/18/2015,26.45
Austria,AUT,4/19/2015,23.48
Austria,AUT,4/20/2015,32.68
Austria,AUT,4/21/2015,30.20
Austria,AUT,4/22/2015,36.13
Austria,AUT,4/23/2015,34.55
Austria,AUT,4/24/2015,33.28
Austria,AUT,4/25/2015,26.20
Austria,AUT,4/26/2015,23.42
Austria,AUT,4/27/2015,35.27
Austria,AUT,4/28/2015,36.82
Austria,AUT,4/29/2015,32.33
Austria,AUT,4/30/2015,34.86
Austria,AUT,5/1/2015,23.09
Austria,AUT,5/2/2015,25.98
Austria,AUT,5/3/2015,16.15
Austria,AUT,5/4/2015,31.94
Austria,AUT,5/5/2015,26.77
Austria,AUT,5/6/2015,25.46
Austria,AUT,5/7/2015,28.78
Austria,AUT,5/8/2015,29.37
Austria,AUT,5/9/2015,15.62
Austria,AUT,5/10/2015,3.98
Austria,AUT,5/11/2015,29.49
Austria,AUT,5/12/2015,29.05
Austria,AUT,5/13/2015,26.72
Austria,AUT,5/14/2015,20.27
Austria,AUT,5/15/2015,30.59
Austria,AUT,5/16/2015,19.40
Austria,AUT,5/17/2015,13.11
Austria,AUT,5/18/2015,30.00
Austria,AUT,5/19/2015,29.27
Austria,AUT,5/20/2015,34.76
Austria,AUT,5/21/2015,34.12
Austria,AUT,5/22/2015,31.16
Austria,AUT,5/23/2015,23.98
Austria,AUT,5/24/2015,19.52
Austria,AUT,5/25/2015,24.18
Austria,AUT,5/26/2015,32.90
Austria,AUT,5/27/2015,32.20
Austria,AUT,5/28/2015,30.48
Austria,AUT,5/29/2015,30.57
Austria,AUT,5/30/2015,21.56
Austria,AUT,5/31/2015,14.75
Austria,AUT,6/1/2015,32.20
Austria,AUT,6/2/2015,21.19
Austria,AUT,6/3/2015,29.51
Austria,AUT,6/4/2015,28.14
Austria,AUT,6/5/2015,29.48
Austria,AUT,6/6/2015,23.13
Austria,AUT,6/7/2015,18.50
Austria,AUT,6/8/2015,30.71
Austria,AUT,6/9/2015,34.03
Austria,AUT,6/10/2015,32.46
Austria,AUT,6/11/2015,35.97
Austria,AUT,6/12/2015,34.97
Austria,AUT,6/13/2015,25.62
Austria,AUT,6/14/2015,18.92
Austria,AUT,6/15/2015,32.35
Austria,AUT,6/16/2015,37.36
Austria,AUT,6/17/2015,31.52
Austria,AUT,6/18/2015,32.56
Austria,AUT,6/19/2015,32.63
Austria,AUT,6/20/2015,27.59
Austria,AUT,6/21/2015,23.49
Austria,AUT,6/22/2015,33.45
Austria,AUT,6/23/2015,31.61
Austria,AUT,6/24/2015,31.12
Austria,AUT,6/25/2015,36.55
Austria,AUT,6/26/2015,36.04
Austria,AUT,6/27/2015,28.64
Austria,AUT,6/28/2015,21.94
Austria,AUT,6/29/2015,35.96
Austria,AUT,6/30/2015,35.63
Austria,AUT,7/1/2015,33.42
Austria,AUT,7/2/2015,34.02
Austria,AUT,7/3/2015,45.13
Austria,AUT,7/4/2015,33.25
Austria,AUT,7/5/2015,28.00
Austria,AUT,7/6/2015,38.69
Austria,AUT,7/7/2015,47.51
Austria,AUT,7/8/2015,29.37
Austria,AUT,7/9/2015,28.80
Austria,AUT,7/10/2015,33.18
Austria,AUT,7/11/2015,32.64
Austria,AUT,7/12/2015,27.74
Austria,AUT,7/13/2015,40.97
Austria,AUT,7/14/2015,42.38
Austria,AUT,7/15/2015,47.61
Austria,AUT,7/16/2015,45.38
Austria,AUT,7/17/2015,38.40
Austria,AUT,7/18/2015,37.48
Austria,AUT,7/19/2015,28.68
Austria,AUT,7/20/2015,42.88
Austria,AUT,7/21/2015,45.61
Austria,AUT,7/22/2015,46.54
Austria,AUT,7/23/2015,47.47
Austria,AUT,7/24/2015,43.98
Austria,AUT,7/25/2015,13.85
Austria,AUT,7/26/2015,13.17
Austria,AUT,7/27/2015,30.68
Austria,AUT,7/28/2015,24.75
Austria,AUT,7/29/2015,27.04
Austria,AUT,7/30/2015,25.15
Austria,AUT,7/31/2015,30.58
Austria,AUT,8/1/2015,21.75
Austria,AUT,8/2/2015,17.58
Austria,AUT,8/3/2015,29.46
Austria,AUT,8/4/2015,33.47
Austria,AUT,8/5/2015,34.76
Austria,AUT,8/6/2015,34.48
Austria,AUT,8/7/2015,34.20
Austria,AUT,8/8/2015,28.02
Austria,AUT,8/9/2015,27.21
Austria,AUT,8/10/2015,34.36
Austria,AUT,8/11/2015,38.78
Austria,AUT,8/12/2015,37.53
Austria,AUT,8/13/2015,33.80
Austria,AUT,8/14/2015,30.97
Austria,AUT,8/15/2015,32.42
Austria,AUT,8/16/2015,29.92
Austria,AUT,8/17/2015,40.41
Austria,AUT,8/18/2015,37.84
Austria,AUT,8/19/2015,39.39
Austria,AUT,8/20/2015,36.90
Austria,AUT,8/21/2015,32.56
Austria,AUT,8/22/2015,26.38
Austria,AUT,8/23/2015,16.64
Austria,AUT,8/24/2015,30.83
Austria,AUT,8/25/2015,26.75
Austria,AUT,8/26/2015,28.64
Austria,AUT,8/27/2015,31.88
Austria,AUT,8/28/2015,41.32
Austria,AUT,8/29/2015,29.70
Austria,AUT,8/30/2015,26.60
Austria,AUT,8/31/2015,35.45
Austria,AUT,9/1/2015,39.11
Austria,AUT,9/2/2015,37.84
Austria,AUT,9/3/2015,40.62
Austria,AUT,9/4/2015,32.67
Austria,AUT,9/5/2015,17.75
Austria,AUT,9/6/2015,2.87
Austria,AUT,9/7/2015,33.54
Austria,AUT,9/8/2015,35.48
Austria,AUT,9/9/2015,34.37
Austria,AUT,9/10/2015,33.61
Austria,AUT,9/11/2015,34.18
Austria,AUT,9/12/2015,29.38
Austria,AUT,9/13/2015,26.16
Austria,AUT,9/14/2015,33.55
Austria,AUT,9/15/2015,28.91
Austria,AUT,9/16/2015,33.19
Austria,AUT,9/17/2015,28.12
Austria,AUT,9/18/2015,37.06
Austria,AUT,9/19/2015,29.98
Austria,AUT,9/20/2015,22.28
Austria,AUT,9/21/2015,36.81
Austria,AUT,9/22/2015,33.71
Austria,AUT,9/23/2015,42.98
Austria,AUT,9/24/2015,31.95
Austria,AUT,9/25/2015,35.75
Austria,AUT,9/26/2015,32.68
Austria,AUT,9/27/2015,25.77
Austria,AUT,9/28/2015,34.83
Austria,AUT,9/29/2015,34.34
Austria,AUT,9/30/2015,37.17
Austria,AUT,10/1/2015,39.11
Austria,AUT,10/2/2015,37.59
Austria,AUT,10/3/2015,28.92
Austria,AUT,10/4/2015,31.17
Austria,AUT,10/5/2015,39.17
Austria,AUT,10/6/2015,37.31
Austria,AUT,10/7/2015,40.80
Austria,AUT,10/8/2015,47.32
Austria,AUT,10/9/2015,44.16
Austria,AUT,10/10/2015,32.71
Austria,AUT,10/11/2015,22.07
Austria,AUT,10/12/2015,35.57
Austria,AUT,10/13/2015,42.16
Austria,AUT,10/14/2015,44.79
Austria,AUT,10/15/2015,39.67
Austria,AUT,10/16/2015,47.75
Austria,AUT,10/17/2015,40.29
Austria,AUT,10/18/2015,37.77
Austria,AUT,10/19/2015,50.46
Austria,AUT,10/20/2015,48.35
Austria,AUT,10/21/2015,41.30
Austria,AUT,10/22/2015,37.14
Austria,AUT,10/23/2015,38.29
Austria,AUT,10/24/2015,32.45
Austria,AUT,10/25/2015,33.73
Austria,AUT,10/26/2015,39.37
Austria,AUT,10/27/2015,40.55
Austria,AUT,10/28/2015,42.30
Austria,AUT,10/29/2015,49.68
Austria,AUT,10/30/2015,43.07
Austria,AUT,10/31/2015,35.41
Austria,AUT,11/1/2015,31.68
Austria,AUT,11/2/2015,40.20
Austria,AUT,11/3/2015,41.61
Austria,AUT,11/4/2015,42.26
Austria,AUT,11/5/2015,43.85
Austria,AUT,11/6/2015,36.61
Austria,AUT,11/7/2015,27.74
Austria,AUT,11/8/2015,21.94
Austria,AUT,11/9/2015,28.42
Austria,AUT,11/10/2015,29.46
Austria,AUT,11/11/2015,35.02
Austria,AUT,11/12/2015,36.65
Austria,AUT,11/13/2015,31.52
Austria,AUT,11/14/2015,21.05
Austria,AUT,11/15/2015,23.85
Austria,AUT,11/16/2015,30.49
Austria,AUT,11/17/2015,30.66
Austria,AUT,11/18/2015,20.99
Austria,AUT,11/19/2015,25.48
Austria,AUT,11/20/2015,38.20
Austria,AUT,11/21/2015,29.60
Austria,AUT,11/22/2015,25.95
Austria,AUT,11/23/2015,49.87
Austria,AUT,11/24/2015,35.01
Austria,AUT,11/25/2015,41.96
Austria,AUT,11/26/2015,51.18
Austria,AUT,11/27/2015,36.52
Austria,AUT,11/28/2015,26.74
Austria,AUT,11/29/2015,11.23
Austria,AUT,11/30/2015,25.70
Austria,AUT,12/1/2015,35.85
Austria,AUT,12/2/2015,36.59
Austria,AUT,12/3/2015,42.34
Austria,AUT,12/4/2015,30.43
Austria,AUT,12/5/2015,23.40
Austria,AUT,12/6/2015,18.03
Austria,AUT,12/7/2015,40.64
Austria,AUT,12/8/2015,34.67
Austria,AUT,12/9/2015,34.82
Austria,AUT,12/10/2015,29.31
Austria,AUT,12/11/2015,26.36
Austria,AUT,12/12/2015,25.59
Austria,AUT,12/13/2015,27.87
Austria,AUT,12/14/2015,41.80
Austria,AUT,12/15/2015,42.74
Austria,AUT,12/16/2015,36.65
Austria,AUT,12/17/2015,32.59
Austria,AUT,12/18/2015,32.54
Austria,AUT,12/19/2015,26.64
Austria,AUT,12/20/2015,17.38
Austria,AUT,12/21/2015,23.36
Austria,AUT,12/22/2015,18.23
Austria,AUT,12/23/2015,20.17
Austria,AUT,12/24/2015,16.19
Austria,AUT,12/25/2015,13.66
Austria,AUT,12/26/2015,6.88
Austria,AUT,12/27/2015,16.18
Austria,AUT,12/28/2015,30.47
Austria,AUT,12/29/2015,31.21
Austria,AUT,12/30/2015,26.43
Austria,AUT,12/31/2015,22.35
Austria,AUT,1/1/2016,24.88
Austria,AUT,1/2/2016,17.50
Austria,AUT,1/3/2016,14.43
Austria,AUT,1/4/2016,27.94
Austria,AUT,1/5/2016,33.46
Austria,AUT,1/6/2016,33.60
Austria,AUT,1/7/2016,32.80
Austria,AUT,1/8/2016,27.55
Austria,AUT,1/9/2016,28.46
Austria,AUT,1/10/2016,20.83
Austria,AUT,1/11/2016,33.60
Austria,AUT,1/12/2016,29.42
Austria,AUT,1/13/2016,29.30
Austria,AUT,1/14/2016,33.61
Austria,AUT,1/15/2016,35.51
Austria,AUT,1/16/2016,28.06
Austria,AUT,1/17/2016,27.70
Austria,AUT,1/18/2016,39.20
Austria,AUT,1/19/2016,47.96
Austria,AUT,1/20/2016,48.88
Austria,AUT,1/21/2016,52.11
Austria,AUT,1/22/2016,33.14
Austria,AUT,1/23/2016,28.26
Austria,AUT,1/24/2016,26.15
Austria,AUT,1/25/2016,28.35
Austria,AUT,1/26/2016,25.12
Austria,AUT,1/27/2016,19.35
Austria,AUT,1/28/2016,26.08
Austria,AUT,1/29/2016,22.35
Austria,AUT,1/30/2016,11.82
Austria,AUT,1/31/2016,12.38
Austria,AUT,2/1/2016,20.74
Austria,AUT,2/2/2016,16.97
Austria,AUT,2/3/2016,23.05
Austria,AUT,2/4/2016,26.64
Austria,AUT,2/5/2016,27.59
Austria,AUT,2/6/2016,15.75
Austria,AUT,2/7/2016,9.98
Austria,AUT,2/8/2016,12.39
Austria,AUT,2/9/2016,17.53
Austria,AUT,2/10/2016,24.52
Austria,AUT,2/11/2016,25.93
Austria,AUT,2/12/2016,28.57
Austria,AUT,2/13/2016,22.55
Austria,AUT,2/14/2016,15.51
Austria,AUT,2/15/2016,24.77
Austria,AUT,2/16/2016,32.23
Austria,AUT,2/17/2016,26.16
Austria,AUT,2/18/2016,27.91
Austria,AUT,2/19/2016,27.21
Austria,AUT,2/20/2016,13.82
Austria,AUT,2/21/2016,8.33
Austria,AUT,2/22/2016,20.14
Austria,AUT,2/23/2016,24.53
Austria,AUT,2/24/2016,24.20
Austria,AUT,2/25/2016,27.78
Austria,AUT,2/26/2016,28.05
Austria,AUT,2/27/2016,22.71
Austria,AUT,2/28/2016,18.30
Austria,AUT,2/29/2016,24.08
Austria,AUT,3/1/2016,24.50
Austria,AUT,3/2/2016,24.44
Austria,AUT,3/3/2016,28.28
Austria,AUT,3/4/2016,24.76
Austria,AUT,3/5/2016,23.19
Austria,AUT,3/6/2016,21.39
Austria,AUT,3/7/2016,29.44
Austria,AUT,3/8/2016,28.42
Austria,AUT,3/9/2016,25.58
Austria,AUT,3/10/2016,26.25
Austria,AUT,3/11/2016,28.21
Austria,AUT,3/12/2016,27.71
Austria,AUT,3/13/2016,22.75
Austria,AUT,3/14/2016,27.40
Austria,AUT,3/15/2016,27.15
Austria,AUT,3/16/2016,25.49
Austria,AUT,3/17/2016,27.52
Austria,AUT,3/18/2016,25.37
Austria,AUT,3/19/2016,24.31
Austria,AUT,3/20/2016,18.01
Austria,AUT,3/21/2016,25.28
Austria,AUT,3/22/2016,28.47
Austria,AUT,3/23/2016,26.47
Austria,AUT,3/24/2016,27.86
Austria,AUT,3/25/2016,25.63
Austria,AUT,3/26/2016,19.23
Austria,AUT,3/27/2016,10.55
Austria,AUT,3/28/2016,1.50
Austria,AUT,3/29/2016,23.16
Austria,AUT,3/30/2016,27.14
Austria,AUT,3/31/2016,27.81
Austria,AUT,4/1/2016,27.63
Austria,AUT,4/2/2016,21.27
Austria,AUT,4/3/2016,17.81
Austria,AUT,4/4/2016,27.21
Austria,AUT,4/5/2016,26.75
Austria,AUT,4/6/2016,22.34
Austria,AUT,4/7/2016,23.35
Austria,AUT,4/8/2016,28.66
Austria,AUT,4/9/2016,23.66
Austria,AUT,4/10/2016,18.84
Austria,AUT,4/11/2016,24.22
Austria,AUT,4/12/2016,28.34
Austria,AUT,4/13/2016,28.57
Austria,AUT,4/14/2016,26.66
Austria,AUT,4/15/2016,25.14
Austria,AUT,4/16/2016,18.73
Austria,AUT,4/17/2016,18.71
Austria,AUT,4/18/2016,23.77
Austria,AUT,4/19/2016,20.54
Austria,AUT,4/20/2016,24.12
Austria,AUT,4/21/2016,26.57
Austria,AUT,4/22/2016,26.06
Austria,AUT,4/23/2016,21.90
Austria,AUT,4/24/2016,16.00
Austria,AUT,4/25/2016,26.43
Austria,AUT,4/26/2016,27.11
Austria,AUT,4/27/2016,26.13
Austria,AUT,4/28/2016,30.10
Austria,AUT,4/29/2016,25.53
Austria,AUT,4/30/2016,24.17
Austria,AUT,5/1/2016,18.71
Austria,AUT,5/2/2016,28.02
Austria,AUT,5/3/2016,28.22
Austria,AUT,5/4/2016,27.39
Austria,AUT,5/5/2016,19.21
Austria,AUT,5/6/2016,22.40
Austria,AUT,5/7/2016,14.25
Austria,AUT,5/8/2016,-12.78
Austria,AUT,5/9/2016,22.26
Austria,AUT,5/10/2016,27.01
Austria,AUT,5/11/2016,24.84
Austria,AUT,5/12/2016,25.60
Austria,AUT,5/13/2016,26.63
Austria,AUT,5/14/2016,13.10
Austria,AUT,5/15/2016,7.47
Austria,AUT,5/16/2016,21.59
Austria,AUT,5/17/2016,30.10
Austria,AUT,5/18/2016,30.57
Austria,AUT,5/19/2016,33.37
Austria,AUT,5/20/2016,27.65
Austria,AUT,5/21/2016,21.00
Austria,AUT,5/22/2016,6.29
Austria,AUT,5/23/2016,29.24
Austria,AUT,5/24/2016,29.49
Austria,AUT,5/25/2016,30.70
Austria,AUT,5/26/2016,27.46
Austria,AUT,5/27/2016,28.90
Austria,AUT,5/28/2016,22.79
Austria,AUT,5/29/2016,13.51
Austria,AUT,5/30/2016,25.17
Austria,AUT,5/31/2016,28.92
Austria,AUT,6/1/2016,30.33
Austria,AUT,6/2/2016,28.90
Austria,AUT,6/3/2016,29.13
Austria,AUT,6/4/2016,25.13
Austria,AUT,6/5/2016,20.36
Austria,AUT,6/6/2016,30.55
Austria,AUT,6/7/2016,29.19
Austria,AUT,6/8/2016,28.90
Austria,AUT,6/9/2016,30.66
Austria,AUT,6/10/2016,26.40
Austria,AUT,6/11/2016,26.00
Austria,AUT,6/12/2016,22.40
Austria,AUT,6/13/2016,29.58
Austria,AUT,6/14/2016,30.31
Austria,AUT,6/15/2016,30.61
Austria,AUT,6/16/2016,30.48
Austria,AUT,6/17/2016,27.87
Austria,AUT,6/18/2016,21.58
Austria,AUT,6/19/2016,17.85
Austria,AUT,6/20/2016,27.00
Austria,AUT,6/21/2016,33.31
Austria,AUT,6/22/2016,32.48
Austria,AUT,6/23/2016,29.28
Austria,AUT,6/24/2016,30.94
Austria,AUT,6/25/2016,26.77
Austria,AUT,6/26/2016,16.96
Austria,AUT,6/27/2016,28.03
Austria,AUT,6/28/2016,32.87
Austria,AUT,6/29/2016,27.42
Austria,AUT,6/30/2016,29.86
Austria,AUT,7/1/2016,26.62
Austria,AUT,7/2/2016,20.43
Austria,AUT,7/3/2016,15.12
Austria,AUT,7/4/2016,31.18
Austria,AUT,7/5/2016,25.33
Austria,AUT,7/6/2016,17.76
Austria,AUT,7/7/2016,29.60
Austria,AUT,7/8/2016,28.00
Austria,AUT,7/9/2016,20.57
Austria,AUT,7/10/2016,15.27
Austria,AUT,7/11/2016,25.56
Austria,AUT,7/12/2016,30.12
Austria,AUT,7/13/2016,32.23
Austria,AUT,7/14/2016,24.87
Austria,AUT,7/15/2016,26.52
Austria,AUT,7/16/2016,24.60
Austria,AUT,7/17/2016,21.68
Austria,AUT,7/18/2016,30.02
Austria,AUT,7/19/2016,32.42
Austria,AUT,7/20/2016,29.38
Austria,AUT,7/21/2016,32.93
Austria,AUT,7/22/2016,32.00
Austria,AUT,7/23/2016,29.38
Austria,AUT,7/24/2016,27.05
Austria,AUT,7/25/2016,33.15
Austria,AUT,7/26/2016,32.95
Austria,AUT,7/27/2016,33.42
Austria,AUT,7/28/2016,31.70
Austria,AUT,7/29/2016,30.15
Austria,AUT,7/30/2016,27.53
Austria,AUT,7/31/2016,25.08
Austria,AUT,8/1/2016,29.92
Austria,AUT,8/2/2016,32.44
Austria,AUT,8/3/2016,29.08
Austria,AUT,8/4/2016,28.26
Austria,AUT,8/5/2016,31.60
Austria,AUT,8/6/2016,24.08
Austria,AUT,8/7/2016,15.09
Austria,AUT,8/8/2016,21.68
Austria,AUT,8/9/2016,28.75
Austria,AUT,8/10/2016,28.18
Austria,AUT,8/11/2016,28.83
Austria,AUT,8/12/2016,27.80
Austria,AUT,8/13/2016,18.93
Austria,AUT,8/14/2016,21.90
Austria,AUT,8/15/2016,28.07
Austria,AUT,8/16/2016,29.61
Austria,AUT,8/17/2016,29.79
Austria,AUT,8/18/2016,30.80
Austria,AUT,8/19/2016,30.62
Austria,AUT,8/20/2016,24.12
Austria,AUT,8/21/2016,15.35
Austria,AUT,8/22/2016,28.60
Austria,AUT,8/23/2016,31.55
Austria,AUT,8/24/2016,29.51
Austria,AUT,8/25/2016,28.75
Austria,AUT,8/26/2016,29.75
Austria,AUT,8/27/2016,25.98
Austria,AUT,8/28/2016,21.75
Austria,AUT,8/29/2016,29.10
Austria,AUT,8/30/2016,32.14
Austria,AUT,8/31/2016,30.60
Austria,AUT,9/1/2016,31.32
Austria,AUT,9/2/2016,30.96
Austria,AUT,9/3/2016,29.20
Austria,AUT,9/4/2016,24.14
Austria,AUT,9/5/2016,37.12
Austria,AUT,9/6/2016,32.87
Austria,AUT,9/7/2016,30.82
Austria,AUT,9/8/2016,30.94
Austria,AUT,9/9/2016,32.79
Austria,AUT,9/10/2016,27.85
Austria,AUT,9/11/2016,27.28
Austria,AUT,9/12/2016,33.29
Austria,AUT,9/13/2016,31.67
Austria,AUT,9/14/2016,29.07
Austria,AUT,9/15/2016,27.91
Austria,AUT,9/16/2016,32.98
Austria,AUT,9/17/2016,27.08
Austria,AUT,9/18/2016,24.95
Austria,AUT,9/19/2016,34.83
Austria,AUT,9/20/2016,34.56
Austria,AUT,9/21/2016,35.05
Austria,AUT,9/22/2016,32.59
Austria,AUT,9/23/2016,31.10
Austria,AUT,9/24/2016,29.17
Austria,AUT,9/25/2016,23.15
Austria,AUT,9/26/2016,37.05
Austria,AUT,9/27/2016,34.19
Austria,AUT,9/28/2016,24.22
Austria,AUT,9/29/2016,22.90
Austria,AUT,9/30/2016,34.26
Austria,AUT,10/1/2016,33.11
Austria,AUT,10/2/2016,29.91
Austria,AUT,10/3/2016,30.34
Austria,AUT,10/4/2016,30.22
Austria,AUT,10/5/2016,28.93
Austria,AUT,10/6/2016,32.23
Austria,AUT,10/7/2016,38.56
Austria,AUT,10/8/2016,35.97
Austria,AUT,10/9/2016,33.47
Austria,AUT,10/10/2016,50.23
Austria,AUT,10/11/2016,38.04
Austria,AUT,10/12/2016,36.88
Austria,AUT,10/13/2016,33.43
Austria,AUT,10/14/2016,29.20
Austria,AUT,10/15/2016,32.54
Austria,AUT,10/16/2016,33.53
Austria,AUT,10/17/2016,42.03
Austria,AUT,10/18/2016,39.90
Austria,AUT,10/19/2016,40.46
Austria,AUT,10/20/2016,40.69
Austria,AUT,10/21/2016,39.93
Austria,AUT,10/22/2016,37.45
Austria,AUT,10/23/2016,34.57
Austria,AUT,10/24/2016,42.23
Austria,AUT,10/25/2016,52.88
Austria,AUT,10/26/2016,44.95
Austria,AUT,10/27/2016,39.21
Austria,AUT,10/28/2016,36.17
Austria,AUT,10/29/2016,34.54
Austria,AUT,10/30/2016,36.80
Austria,AUT,10/31/2016,42.98
Austria,AUT,11/1/2016,34.49
Austria,AUT,11/2/2016,33.36
Austria,AUT,11/3/2016,45.49
Austria,AUT,11/4/2016,40.55
Austria,AUT,11/5/2016,38.66
Austria,AUT,11/6/2016,34.56
Austria,AUT,11/7/2016,39.13
Austria,AUT,11/8/2016,54.17
Austria,AUT,11/9/2016,48.21
Austria,AUT,11/10/2016,51.93
Austria,AUT,11/11/2016,47.79
Austria,AUT,11/12/2016,39.52
Austria,AUT,11/13/2016,37.02
Austria,AUT,11/14/2016,39.75
Austria,AUT,11/15/2016,40.37
Austria,AUT,11/16/2016,42.68
Austria,AUT,11/17/2016,32.84
Austria,AUT,11/18/2016,24.75
Austria,AUT,11/19/2016,31.55
Austria,AUT,11/20/2016,-0.32
Austria,AUT,11/21/2016,34.27
Austria,AUT,11/22/2016,38.78
Austria,AUT,11/23/2016,45.31
Austria,AUT,11/24/2016,39.83
Austria,AUT,11/25/2016,42.61
Austria,AUT,11/26/2016,38.24
Austria,AUT,11/27/2016,31.29
Austria,AUT,11/28/2016,41.19
Austria,AUT,11/29/2016,42.43
Austria,AUT,11/30/2016,35.97
Austria,AUT,12/1/2016,26.81
Austria,AUT,12/2/2016,39.67
Austria,AUT,12/3/2016,41.10
Austria,AUT,12/4/2016,38.26
Austria,AUT,12/5/2016,48.95
Austria,AUT,12/6/2016,58.13
Austria,AUT,12/7/2016,37.49
Austria,AUT,12/8/2016,30.63
Austria,AUT,12/9/2016,35.78
Austria,AUT,12/10/2016,32.39
Austria,AUT,12/11/2016,28.70
Austria,AUT,12/12/2016,47.95
Austria,AUT,12/13/2016,49.08
Austria,AUT,12/14/2016,60.14
Austria,AUT,12/15/2016,49.81
Austria,AUT,12/16/2016,53.39
Austria,AUT,12/17/2016,46.53
Austria,AUT,12/18/2016,43.86
Austria,AUT,12/19/2016,57.31
Austria,AUT,12/20/2016,48.59
Austria,AUT,12/21/2016,40.16
Austria,AUT,12/22/2016,45.01
Austria,AUT,12/23/2016,37.39
Austria,AUT,12/24/2016,7.27
Austria,AUT,12/25/2016,-1.94
Austria,AUT,12/26/2016,-12.79
Austria,AUT,12/27/2016,5.93
Austria,AUT,12/28/2016,42.16
Austria,AUT,12/29/2016,46.18
Austria,AUT,12/30/2016,42.00
Austria,AUT,12/31/2016,35.65
Austria,AUT,1/1/2017,29.78
Austria,AUT,1/2/2017,46.47
